actual_cost,ccg,date,items,quantity,row_id,row_name,setting
1035.34,14L,2015-10-01,181,8291,P84055,MERSEYBANK SURGERY,4
801.26,14L,2015-10-01,192,7507,P84056,PRINCESS ROAD SURGERY,4
2396.62,14L,2015-10-01,505,22769,P84059,LIME SQUARE MEDICAL CENTRE,4
1626.17,14L,2015-10-01,269,11252,P84061,BROOKLANDS MEDICAL PRACTICE,4
18.27,14L,2015-10-01,6,526,P84062,BROOKDALE SURGERY,4
764.0,14L,2015-10-01,174,6119,P84064,NEW ISLINGTON MEDICAL CENTRE,4
888.72,14L,2015-10-01,200,9365,P84065,THE SINGH MEDICAL PRACTICE,4
1459.4,14L,2015-10-01,269,10280,P84066,DAVID MEDICAL CENTRE,4
2348.06,14L,2015-10-01,372,15613,P84067,HAZELDENE MEDICAL CENTRE,4
1591.07,14L,2015-10-01,350,14731,P84068,CHORLTON FAMILY PRACTICE,4
1179.72,14L,2015-10-01,280,13623,P84070,NEWTON HEATH MEDICAL CENTRE,4
1013.68,14L,2015-10-01,189,6177,P84071,WILBRAHAM SURGERY,4
2796.5,14L,2015-10-01,559,23505,P84072,THE ROBERT DARBISHIRE PRACTICE,4
3264.72,14L,2015-10-01,394,22417,P84074,WELLFIELD MEDICAL CENTRE,4
382.62,14L,2015-10-01,100,3446,P84605,FERNCLOUGH SURGERY,4
947.9,14L,2015-10-01,223,8277,P84611,"DR CHIU, KOH AND GAN",4
1328.05,14L,2015-10-01,266,13603,P84616,MANCHESTER MEDICAL,4
52.74,14L,2015-10-01,21,804,P84623,ALEESHAN MEDICAL CENTRE,4
1232.35,14L,2015-10-01,221,10781,P84626,WILMSLOW ROAD SURGERY,4
2267.97,14L,2015-10-01,333,13467,P84630,THE ARCH MEDICAL PRACTICE,4
876.59,14L,2015-10-01,174,7009,P84631,ARTANE MEDICAL CENTRE,4
454.38,14L,2015-10-01,111,4313,P84635,THE WHITSWOOD PRACTICE,4
743.25,14L,2015-10-01,159,6409,P84637,DR KHAN'S PRACTICE,4
331.96,14L,2015-10-01,78,2812,P84639,FALLOWFIELD MEDICAL CENTRE,4
531.11,14L,2015-10-01,93,4194,P84640,QUEENS MEDICAL CENTRE,4
851.72,14L,2015-10-01,180,8943,P84644,PARKSIDE SURGERY,4
1898.62,14L,2015-10-01,330,14441,P84645,PARK VIEW MEDICAL CENTRE,4
1003.29,14L,2015-10-01,194,10949,P84650,THE ALEXANDRA PRACTICE,4
995.01,14L,2015-10-01,192,6547,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1801.29,14L,2015-10-01,290,13194,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
99.81,14L,2015-10-01,33,767,P84663,THE NEVILLE FAMILY CENTRE,4
315.09,14L,2015-10-01,97,4007,P84665,AL-SHIFA MEDICAL CENTRE,4
1603.83,14L,2015-10-01,321,13473,P84669,CORNBROOK MEDICAL PRACTICE,4
1040.67,14L,2015-10-01,173,6434,P84672,WOODLANDS MEDICAL PRACTICE,4
3080.6,14L,2015-10-01,452,16868,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
860.02,14L,2015-10-01,169,9662,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3431.23,14L,2015-10-01,648,29151,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
262.22,14L,2015-10-01,80,2792,P84679,WILLOWBANK SURGERY,4
462.65,14L,2015-10-01,103,4256,P84682,BURNAGE HEALTHCARE PRACTICE,4
875.5,14L,2015-10-01,131,4566,P84683,THE DOC'S SURGERY,4
645.96,14L,2015-10-01,129,6210,P84684,JOLLY MEDICAL CENTRE,4
1051.39,14L,2015-10-01,174,9733,P84689,LONGSIGHT MEDICAL PRACTICE,4
707.51,14L,2015-10-01,142,4816,P84690,DAM HEAD MEDICAL CENTRE,4
2957.64,14L,2015-10-01,711,24813,Y00707,PCEC,1
13.17,14L,2015-10-01,6,90,Y01249,BUCCLEUCH LODGE ICF,0
1210.04,14L,2015-10-01,153,8781,Y01695,MP VICTORIA MILL,4
3.33,14L,2015-10-01,1,21,Y01844,EAR & NOSE CLINIC,9
78.06,14L,2015-10-01,15,300,Y02210,INTERMEDIATE CARE,9
73.74,14L,2015-10-01,15,588,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
595.29,14L,2015-10-01,142,5887,Y02325,CHARLESTOWN MD,4
927.98,14L,2015-10-01,48,6644,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1437.93,14L,2015-10-01,215,13822,Y02520,SIMPSON MEDICAL PRACTICE,4
3042.54,14L,2015-10-01,565,35517,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
1747.08,14L,2015-10-01,361,12811,Y02849,CITY HEALTH CENTRE,4
2616.49,14L,2015-10-01,499,26340,Y02890,HAWTHORN MC,4
1302.34,14L,2015-10-01,173,10545,Y02960,NEW BANK HEALTH,4
7.39,14L,2015-10-01,3,29,Y03328,TURNING POINT SMITHFIELD SERVICE,9
70.63,14L,2015-10-01,7,220,Y04084,PAHNT COMMUNITY SERVICES,9
55.63,14L,2015-10-01,3,328,Y04085,MFT CHILDRENS COMMUNITY SERVICES,9
6.19,14L,2015-10-01,3,27,Y04086,MFT ADULT COMMUNITY SERVICES,9
19.56,14L,2015-10-01,4,80,Y04380,CRISIS RESPONSE TEAM,9
952.86,14L,2015-10-01,231,11327,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
557.52,14L,2015-10-01,102,6333,Y04983,NORTHERN HEALTH HUB 1,0
122.15,14L,2015-10-01,32,1370,Y05061,NORTHERN HEALTH GPPO HUB 3,0
145.88,14L,2015-10-01,28,1057,Y05071,NORTHERN HEALTH GPPO HUB 2,0
18.87,14L,2015-10-01,6,204,Y05072,NORTHERN HEALTH GPPO HUB 4,0
331.2,14L,2015-10-01,61,3818,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
2602.45,14L,2015-11-01,414,22819,P84004,FIVE OAKS FAMILIY PRACTICE,4
1067.38,14L,2015-11-01,168,7793,P84005,THE VALLANCE CENTRE,4
2149.96,14L,2015-11-01,317,18843,P84009,AILSA CRAIG MEDICAL CENTRE,4
2164.17,14L,2015-11-01,382,18827,P84010,THE BORCHARDT MEDICAL CENTRE,4
4160.26,14L,2015-11-01,699,33988,P84012,NORTHENDEN GROUP PRACTICE,4
2082.37,14L,2015-11-01,356,15423,P84014,RK MEDICAL PRACTICE,4
2041.35,14L,2015-11-01,401,22015,P84016,LEVENSHULME MEDICAL PRACTICE,4
1873.6,14L,2015-11-01,400,15611,P84017,LADYBARN GROUP PRACTICE,4
1641.68,14L,2015-11-01,247,9415,P84018,MAULDETH MEDICAL CENTRE,4
4420.02,14L,2015-11-01,654,31518,P84019,VALENTINE MEDICAL CENTRE,4
2939.17,14L,2015-11-01,532,23242,P84020,PEEL HALL MEDICAL CENTRE,4
1663.37,14L,2015-11-01,390,17307,P84021,THE MAPLES MEDICAL CENTRE,4
1248.44,14L,2015-11-01,339,14441,P84022,KINGSWAY MEDICAL PRACTICE,4
1380.31,14L,2015-11-01,296,14722,P84023,SURREY LODGE PRACTICE,4
3163.25,14L,2015-11-01,674,27512,P84024,BOWLAND MEDICAL PRACTICE,4
1968.28,14L,2015-11-01,394,15862,P84025,ST GEORGE'S MEDICAL CENTRE,4
1023.99,14L,2015-11-01,192,11340,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1242.02,14L,2015-11-01,277,13248,P84027,WEST POINT MEDICAL CENTRE,4
3166.54,14L,2015-11-01,651,26783,P84028,GORTON MEDICAL CENTRE,4
5181.45,14L,2015-11-01,834,44597,P84029,BENCHILL MEDICAL PRACTICE,4
3641.34,14L,2015-11-01,535,28484,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1687.99,14L,2015-11-01,375,18612,P84032,DRS HANIF & BANNURU,4
1432.19,14L,2015-11-01,277,11441,P84033,BEACON MEDICAL CENTRE,4
2570.73,14L,2015-11-01,449,19759,P84034,BARLOW MEDICAL CENTRE,4
3165.46,14L,2015-11-01,664,27885,P84035,BODEY MEDICAL CENTRE,4
1095.33,14L,2015-11-01,274,13081,P84037,DR CUNNINGHAM & PARTNERS,4
1774.32,14L,2015-11-01,285,14420,P84038,ASHVILLE SURGERY,4
1151.25,14L,2015-11-01,224,11012,P84039,THE RANGE MEDICAL CENTRE,4
2139.32,14L,2015-11-01,342,16839,P84040,CONRAN MEDICAL CENTRE,4
2344.0,14L,2015-11-01,414,20147,P84041,CORNERSTONE FAMILY PRACTICE,4
1953.7,14L,2015-11-01,384,17183,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
3083.69,14L,2015-11-01,486,21648,P84043,CORNISHWAY GROUP PRACTICE,4
1373.07,14L,2015-11-01,337,13999,P84045,THE PARK MEDICAL CENTRE,4
3938.22,14L,2015-11-01,541,29891,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1101.78,14L,2015-11-01,316,12699,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1745.43,14L,2015-11-01,402,14936,P84048,TREGENNA GROUP PRACTICE,4
4798.09,14L,2015-11-01,933,45963,P84049,THE AVENUE MEDICAL CENTRE,4
2488.78,14L,2015-11-01,326,17709,P84050,MOUNT ROAD SURGERY,4
1419.82,14L,2015-11-01,321,13003,P84051,EASTLANDS MEDICAL CENTRE,4
1681.03,14L,2015-11-01,362,16434,P84052,WEST GORTON MEDICAL PRACTICE,4
2281.29,14L,2015-11-01,383,21363,P84053,ASHCROFT SURGERY,4
1981.61,14L,2015-11-01,413,18355,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1051.89,14L,2015-11-01,205,9755,P84055,MERSEYBANK SURGERY,4
724.21,14L,2015-11-01,201,9914,P84056,PRINCESS ROAD SURGERY,4
1953.11,14L,2015-11-01,439,17698,P84059,LIME SQUARE MEDICAL CENTRE,4
2451.09,14L,2015-11-01,216,8695,P84061,BROOKLANDS MEDICAL PRACTICE,4
153.76,14L,2015-11-01,42,1954,P84062,BROOKDALE SURGERY,4
864.43,14L,2015-11-01,187,7643,P84064,NEW ISLINGTON MEDICAL CENTRE,4
759.86,14L,2015-11-01,200,9822,P84065,THE SINGH MEDICAL PRACTICE,4
1133.36,14L,2015-11-01,260,10978,P84066,DAVID MEDICAL CENTRE,4
2332.6,14L,2015-11-01,361,17273,P84067,HAZELDENE MEDICAL CENTRE,4
1764.29,14L,2015-11-01,349,17082,P84068,CHORLTON FAMILY PRACTICE,4
1111.76,14L,2015-11-01,272,12855,P84070,NEWTON HEATH MEDICAL CENTRE,4
925.59,14L,2015-11-01,169,7503,P84071,WILBRAHAM SURGERY,4
2542.19,14L,2015-11-01,550,25034,P84072,THE ROBERT DARBISHIRE PRACTICE,4
3007.47,14L,2015-11-01,471,28117,P84074,WELLFIELD MEDICAL CENTRE,4
412.43,14L,2015-11-01,93,4851,P84605,FERNCLOUGH SURGERY,4
1159.62,14L,2015-11-01,253,11185,P84611,"DR CHIU, KOH AND GAN",4
903.75,14L,2015-11-01,217,12654,P84616,MANCHESTER MEDICAL,4
47.17,14L,2015-11-01,26,656,P84623,ALEESHAN MEDICAL CENTRE,4
880.08,14L,2015-11-01,240,9875,P84626,WILMSLOW ROAD SURGERY,4
1940.95,14L,2015-11-01,305,13169,P84630,THE ARCH MEDICAL PRACTICE,4
717.09,14L,2015-11-01,146,6962,P84631,ARTANE MEDICAL CENTRE,4
615.61,14L,2015-11-01,146,7561,P84635,THE WHITSWOOD PRACTICE,4
782.22,14L,2015-11-01,146,7116,P84637,DR KHAN'S PRACTICE,4
407.55,14L,2015-11-01,69,3613,P84639,FALLOWFIELD MEDICAL CENTRE,4
1008.33,14L,2015-11-01,104,7189,P84640,QUEENS MEDICAL CENTRE,4
871.54,14L,2015-11-01,202,12440,P84644,PARKSIDE SURGERY,4
1948.65,14L,2015-11-01,341,14938,P84645,PARK VIEW MEDICAL CENTRE,4
1123.04,14L,2015-11-01,200,11144,P84650,THE ALEXANDRA PRACTICE,4
802.01,14L,2015-11-01,190,8829,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1954.96,14L,2015-11-01,280,15119,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
492.28,14L,2015-11-01,77,3024,P84663,THE NEVILLE FAMILY CENTRE,4
220.95,14L,2015-11-01,82,3545,P84665,AL-SHIFA MEDICAL CENTRE,4
1373.34,14L,2015-11-01,294,11849,P84669,CORNBROOK MEDICAL PRACTICE,4
1147.33,14L,2015-11-01,176,7406,P84672,WOODLANDS MEDICAL PRACTICE,4
2016.6,14L,2015-11-01,413,15842,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
612.0,14L,2015-11-01,161,8333,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3754.26,14L,2015-11-01,750,35861,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
236.93,14L,2015-11-01,63,2748,P84679,WILLOWBANK SURGERY,4
513.49,14L,2015-11-01,127,5604,P84682,BURNAGE HEALTHCARE PRACTICE,4
1155.4,14L,2015-11-01,162,7477,P84683,THE DOC'S SURGERY,4
717.02,14L,2015-11-01,135,6340,P84684,JOLLY MEDICAL CENTRE,4
736.0,14L,2015-11-01,176,13150,P84689,LONGSIGHT MEDICAL PRACTICE,4
531.18,14L,2015-11-01,128,4405,P84690,DAM HEAD MEDICAL CENTRE,4
23.84,14L,2015-11-01,3,109,P84696,COMMUNITY PAEDIATRICIANS,9
2848.86,14L,2015-11-01,669,25576,Y00707,PCEC,1
27.6,14L,2015-11-01,5,99,Y01249,BUCCLEUCH LODGE ICF,0
708.5,14L,2015-11-01,144,7534,Y01695,MP VICTORIA MILL,4
8.71,14L,2015-11-01,2,42,Y01844,EAR & NOSE CLINIC,9
51.65,14L,2015-11-01,16,242,Y02210,INTERMEDIATE CARE,9
146.46,14L,2015-11-01,26,612,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
631.63,14L,2015-11-01,144,6154,Y02325,CHARLESTOWN MD,4
627.34,14L,2015-11-01,66,8970,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1376.8,14L,2015-11-01,200,12903,Y02520,SIMPSON MEDICAL PRACTICE,4
3194.79,14L,2015-11-01,545,39240,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
1416.99,14L,2015-11-01,299,10938,Y02849,CITY HEALTH CENTRE,4
2850.74,14L,2015-11-01,518,30946,Y02890,HAWTHORN MC,4
1511.65,14L,2015-11-01,184,14115,Y02960,NEW BANK HEALTH,4
9.08,14L,2015-11-01,3,87,Y03328,TURNING POINT SMITHFIELD SERVICE,9
9.82,14L,2015-11-01,3,61,Y04084,PAHNT COMMUNITY SERVICES,9
11.79,14L,2015-11-01,5,261,Y04086,MFT ADULT COMMUNITY SERVICES,9
5.68,14L,2015-11-01,2,400,Y04087,UHSM COMMUNITY SERVICES,9
44.16,14L,2015-11-01,11,337,Y04380,CRISIS RESPONSE TEAM,9
1287.8,14L,2015-11-01,347,16998,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
466.14,14L,2015-11-01,147,7762,Y04605,SMGPF,9
679.1,14L,2015-11-01,90,6972,Y04983,NORTHERN HEALTH HUB 1,0
157.52,14L,2015-11-01,33,1913,Y05061,NORTHERN HEALTH GPPO HUB 3,0
58.59,14L,2015-11-01,18,726,Y05071,NORTHERN HEALTH GPPO HUB 2,0
32.56,14L,2015-11-01,16,876,Y05072,NORTHERN HEALTH GPPO HUB 4,0
544.68,14L,2015-11-01,129,7542,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
2745.77,14L,2015-12-01,547,24812,P84004,FIVE OAKS FAMILIY PRACTICE,4
1011.26,14L,2015-12-01,192,8384,P84005,THE VALLANCE CENTRE,4
1969.23,14L,2015-12-01,321,19183,P84009,AILSA CRAIG MEDICAL CENTRE,4
2144.4,14L,2015-12-01,410,18711,P84010,THE BORCHARDT MEDICAL CENTRE,4
3405.83,14L,2015-12-01,677,31678,P84012,NORTHENDEN GROUP PRACTICE,4
1370.98,14L,2015-12-01,422,16434,P84014,RK MEDICAL PRACTICE,4
1761.59,14L,2015-12-01,398,21130,P84016,LEVENSHULME MEDICAL PRACTICE,4
2374.33,14L,2015-12-01,448,19062,P84017,LADYBARN GROUP PRACTICE,4
1323.68,14L,2015-12-01,209,9414,P84018,MAULDETH MEDICAL CENTRE,4
4742.0,14L,2015-12-01,748,34459,P84019,VALENTINE MEDICAL CENTRE,4
2522.7,14L,2015-12-01,530,22707,P84020,PEEL HALL MEDICAL CENTRE,4
2290.91,14L,2015-12-01,469,17490,P84021,THE MAPLES MEDICAL CENTRE,4
1847.2,14L,2015-12-01,373,16386,P84022,KINGSWAY MEDICAL PRACTICE,4
1525.59,14L,2015-12-01,289,11487,P84023,SURREY LODGE PRACTICE,4
4106.02,14L,2015-12-01,792,32904,P84024,BOWLAND MEDICAL PRACTICE,4
1670.67,14L,2015-12-01,394,16758,P84025,ST GEORGE'S MEDICAL CENTRE,4
946.58,14L,2015-12-01,225,11404,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1179.55,14L,2015-12-01,239,11973,P84027,WEST POINT MEDICAL CENTRE,4
2536.51,14L,2015-12-01,672,28227,P84028,GORTON MEDICAL CENTRE,4
4989.86,14L,2015-12-01,886,44075,P84029,BENCHILL MEDICAL PRACTICE,4
5435.39,14L,2015-12-01,662,34993,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
3789.24,14L,2015-12-01,433,20746,P84032,DRS HANIF & BANNURU,4
1584.71,14L,2015-12-01,288,11516,P84033,BEACON MEDICAL CENTRE,4
2733.42,14L,2015-12-01,453,20714,P84034,BARLOW MEDICAL CENTRE,4
2899.52,14L,2015-12-01,603,24974,P84035,BODEY MEDICAL CENTRE,4
1560.69,14L,2015-12-01,329,16688,P84037,DR CUNNINGHAM & PARTNERS,4
2250.75,14L,2015-12-01,338,19023,P84038,ASHVILLE SURGERY,4
1802.6,14L,2015-12-01,234,11940,P84039,THE RANGE MEDICAL CENTRE,4
2014.55,14L,2015-12-01,391,18696,P84040,CONRAN MEDICAL CENTRE,4
2342.23,14L,2015-12-01,494,22474,P84041,CORNERSTONE FAMILY PRACTICE,4
1959.95,14L,2015-12-01,392,17095,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2406.05,14L,2015-12-01,501,25281,P84043,CORNISHWAY GROUP PRACTICE,4
2089.43,14L,2015-12-01,333,12982,P84045,THE PARK MEDICAL CENTRE,4
2684.0,14L,2015-12-01,420,22468,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1201.86,14L,2015-12-01,382,14923,P84047,DROYLSDEN RD FAMILY PRACTICE,4
2143.5,14L,2015-12-01,472,16777,P84048,TREGENNA GROUP PRACTICE,4
5535.58,14L,2015-12-01,942,41797,P84049,THE AVENUE MEDICAL CENTRE,4
1799.79,14L,2015-12-01,303,16336,P84050,MOUNT ROAD SURGERY,4
1254.89,14L,2015-12-01,311,12791,P84051,EASTLANDS MEDICAL CENTRE,4
1904.45,14L,2015-12-01,373,17102,P84052,WEST GORTON MEDICAL PRACTICE,4
1682.73,14L,2015-12-01,333,16695,P84053,ASHCROFT SURGERY,4
2132.36,14L,2015-12-01,505,21477,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1372.98,14L,2015-12-01,196,9446,P84055,MERSEYBANK SURGERY,4
1126.7,14L,2015-12-01,272,13335,P84056,PRINCESS ROAD SURGERY,4
2275.22,14L,2015-12-01,533,22888,P84059,LIME SQUARE MEDICAL CENTRE,4
1117.04,14L,2015-12-01,260,9794,P84061,BROOKLANDS MEDICAL PRACTICE,4
440.3,14L,2015-12-01,129,4488,P84062,BROOKDALE SURGERY,4
897.31,14L,2015-12-01,184,6253,P84064,NEW ISLINGTON MEDICAL CENTRE,4
1001.56,14L,2015-12-01,229,10803,P84065,THE SINGH MEDICAL PRACTICE,4
1187.95,14L,2015-12-01,299,13047,P84066,DAVID MEDICAL CENTRE,4
2762.79,14L,2015-12-01,437,19341,P84067,HAZELDENE MEDICAL CENTRE,4
2065.38,14L,2015-12-01,337,15907,P84068,CHORLTON FAMILY PRACTICE,4
1550.53,14L,2015-12-01,350,16510,P84070,NEWTON HEATH MEDICAL CENTRE,4
1130.91,14L,2015-12-01,209,7513,P84071,WILBRAHAM SURGERY,4
3568.48,14L,2015-12-01,566,31339,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2400.5,14L,2015-12-01,458,27936,P84074,WELLFIELD MEDICAL CENTRE,4
266.86,14L,2015-12-01,83,4002,P84605,FERNCLOUGH SURGERY,4
1257.25,14L,2015-12-01,284,14534,P84611,"DR CHIU, KOH AND GAN",4
1068.14,14L,2015-12-01,261,13854,P84616,MANCHESTER MEDICAL,4
52.44,14L,2015-12-01,22,1171,P84623,ALEESHAN MEDICAL CENTRE,4
999.58,14L,2015-12-01,203,8363,P84626,WILMSLOW ROAD SURGERY,4
2088.74,14L,2015-12-01,315,14694,P84630,THE ARCH MEDICAL PRACTICE,4
944.25,14L,2015-12-01,167,6643,P84631,ARTANE MEDICAL CENTRE,4
632.41,14L,2015-12-01,137,7509,P84635,THE WHITSWOOD PRACTICE,4
872.43,14L,2015-12-01,157,7199,P84637,DR KHAN'S PRACTICE,4
352.69,14L,2015-12-01,74,3410,P84639,FALLOWFIELD MEDICAL CENTRE,4
842.16,14L,2015-12-01,90,4783,P84640,QUEENS MEDICAL CENTRE,4
739.82,14L,2015-12-01,177,10703,P84644,PARKSIDE SURGERY,4
1898.25,14L,2015-12-01,356,17996,P84645,PARK VIEW MEDICAL CENTRE,4
1344.54,14L,2015-12-01,212,10417,P84650,THE ALEXANDRA PRACTICE,4
819.26,14L,2015-12-01,213,8472,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
2961.34,14L,2015-12-01,331,14707,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
2283.35,14L,2015-12-01,218,9541,P84663,THE NEVILLE FAMILY CENTRE,4
310.15,14L,2015-12-01,128,4787,P84665,AL-SHIFA MEDICAL CENTRE,4
1894.63,14L,2015-12-01,291,12986,P84669,CORNBROOK MEDICAL PRACTICE,4
738.61,14L,2015-12-01,184,5924,P84672,WOODLANDS MEDICAL PRACTICE,4
2119.4,14L,2015-12-01,402,12610,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
874.41,14L,2015-12-01,199,11190,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3317.37,14L,2015-12-01,741,35223,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
230.79,14L,2015-12-01,74,3391,P84679,WILLOWBANK SURGERY,4
342.86,14L,2015-12-01,132,4750,P84682,BURNAGE HEALTHCARE PRACTICE,4
736.53,14L,2015-12-01,138,4662,P84683,THE DOC'S SURGERY,4
627.2,14L,2015-12-01,124,5423,P84684,JOLLY MEDICAL CENTRE,4
972.08,14L,2015-12-01,196,13123,P84689,LONGSIGHT MEDICAL PRACTICE,4
852.49,14L,2015-12-01,201,8192,P84690,DAM HEAD MEDICAL CENTRE,4
17.84,14L,2015-12-01,4,414,P84696,COMMUNITY PAEDIATRICIANS,9
2988.77,14L,2015-12-01,729,27929,Y00707,PCEC,1
71.15,14L,2015-12-01,11,236,Y01249,BUCCLEUCH LODGE ICF,0
851.43,14L,2015-12-01,177,10110,Y01695,MP VICTORIA MILL,4
77.48,14L,2015-12-01,12,211,Y02210,INTERMEDIATE CARE,9
61.21,14L,2015-12-01,21,364,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
488.56,14L,2015-12-01,117,4997,Y02325,CHARLESTOWN MD,4
808.8,14L,2015-12-01,53,5852,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1909.46,14L,2015-12-01,274,18442,Y02520,SIMPSON MEDICAL PRACTICE,4
3589.88,14L,2015-12-01,637,39417,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
1637.68,14L,2015-12-01,387,14345,Y02849,CITY HEALTH CENTRE,4
2325.55,14L,2015-12-01,498,24985,Y02890,HAWTHORN MC,4
1186.32,14L,2015-12-01,211,13083,Y02960,NEW BANK HEALTH,4
3.43,14L,2015-12-01,1,56,Y03328,TURNING POINT SMITHFIELD SERVICE,9
48.17,14L,2015-12-01,1,200,Y04085,MFT CHILDRENS COMMUNITY SERVICES,9
32.57,14L,2015-12-01,10,634,Y04086,MFT ADULT COMMUNITY SERVICES,9
6.99,14L,2015-12-01,1,28,Y04087,UHSM COMMUNITY SERVICES,9
7.37,14L,2015-12-01,3,58,Y04380,CRISIS RESPONSE TEAM,9
1043.78,14L,2015-12-01,327,13157,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
17.11,14L,2015-12-01,4,328,Y04584,INTERMEDIATE CARE (THE PEELE),0
739.45,14L,2015-12-01,206,10127,Y04605,SMGPF,9
531.58,14L,2015-12-01,60,5361,Y04983,NORTHERN HEALTH HUB 1,0
175.12,14L,2015-12-01,34,2144,Y05061,NORTHERN HEALTH GPPO HUB 3,0
209.35,14L,2015-12-01,28,1433,Y05071,NORTHERN HEALTH GPPO HUB 2,0
48.67,14L,2015-12-01,10,328,Y05072,NORTHERN HEALTH GPPO HUB 4,0
765.91,14L,2015-12-01,172,11128,Y05137,NORTHERN HEALTH GPPO A & E HUB,0
3260.79,14L,2016-01-01,484,23933,P84004,FIVE OAKS FAMILIY PRACTICE,4
1206.89,14L,2016-01-01,151,6387,P84005,THE VALLANCE CENTRE,4
1432.27,14L,2016-01-01,269,14180,P84009,AILSA CRAIG MEDICAL CENTRE,4
1926.74,14L,2016-01-01,384,17594,P84010,THE BORCHARDT MEDICAL CENTRE,4
3077.77,14L,2016-01-01,633,31122,P84012,NORTHENDEN GROUP PRACTICE,4
977.51,14L,2016-01-01,336,11879,P84014,RK MEDICAL PRACTICE,4
1334.71,14L,2016-01-01,382,18722,P84016,LEVENSHULME MEDICAL PRACTICE,4
1990.39,14L,2016-01-01,481,20816,P84017,LADYBARN GROUP PRACTICE,4
993.67,14L,2016-01-01,156,5561,P84018,MAULDETH MEDICAL CENTRE,4
4185.32,14L,2016-01-01,677,28668,P84019,VALENTINE MEDICAL CENTRE,4
2344.4,14L,2016-01-01,446,19705,P84020,PEEL HALL MEDICAL CENTRE,4
2674.23,14L,2016-01-01,458,19191,P84021,THE MAPLES MEDICAL CENTRE,4
1119.97,14L,2016-01-01,332,13183,P84022,KINGSWAY MEDICAL PRACTICE,4
1172.24,14L,2016-01-01,286,12278,P84023,SURREY LODGE PRACTICE,4
2822.59,14L,2016-01-01,619,25261,P84024,BOWLAND MEDICAL PRACTICE,4
1457.2,14L,2016-01-01,384,15315,P84025,ST GEORGE'S MEDICAL CENTRE,4
883.53,14L,2016-01-01,242,12057,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1050.68,14L,2016-01-01,225,9604,P84027,WEST POINT MEDICAL CENTRE,4
2160.38,14L,2016-01-01,599,23769,P84028,GORTON MEDICAL CENTRE,4
4052.93,14L,2016-01-01,852,41877,P84029,BENCHILL MEDICAL PRACTICE,4
4151.34,14L,2016-01-01,635,35310,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1828.58,14L,2016-01-01,479,21695,P84032,DRS HANIF & BANNURU,4
1194.62,14L,2016-01-01,294,10322,P84033,BEACON MEDICAL CENTRE,4
2733.63,14L,2016-01-01,432,20162,P84034,BARLOW MEDICAL CENTRE,4
2853.78,14L,2016-01-01,613,25016,P84035,BODEY MEDICAL CENTRE,4
1203.52,14L,2016-01-01,307,12471,P84037,DR CUNNINGHAM & PARTNERS,4
1613.35,14L,2016-01-01,298,14387,P84038,ASHVILLE SURGERY,4
1218.19,14L,2016-01-01,227,11066,P84039,THE RANGE MEDICAL CENTRE,4
1742.72,14L,2016-01-01,337,13564,P84040,CONRAN MEDICAL CENTRE,4
